model,class,idx,recall,precision,ap
Rule-Based,Nitrogen,75,0.376884,0.965402,0.943018
Rule-Based,Nitrogen,76,0.381910,0.965402,0.943018
Rule-Based,Nitrogen,77,0.386935,0.965402,0.943018
Rule-Based,Nitrogen,78,0.391960,0.965402,0.943018
Rule-Based,Nitrogen,79,0.396985,0.965402,0.943018
Rule-Based,Nitrogen,80,0.402010,0.965402,0.943018
Rule-Based,Nitrogen,81,0.407035,0.965402,0.943018
Rule-Based,Nitrogen,82,0.412060,0.964362,0.943018
Rule-Based,Nitrogen,83,0.417085,0.964362,0.943018
Rule-Based,Nitrogen,84,0.422111,0.964362,0.943018
Rule-Based,Nitrogen,85,0.427136,0.964362,0.943018
Rule-Based,Nitrogen,86,0.432161,0.964362,0.943018
Rule-Based,Nitrogen,87,0.437186,0.963843,0.943018
Rule-Based,Nitrogen,88,0.442211,0.963843,0.943018
Rule-Based,Nitrogen,89,0.447236,0.963843,0.943018
Rule-Based,Nitrogen,90,0.452261,0.963843,0.943018
Rule-Based,Nitrogen,91,0.457286,0.963843,0.943018
Rule-Based,Nitrogen,92,0.462312,0.963416,0.943018
Rule-Based,Nitrogen,93,0.467337,0.963416,0.943018
Rule-Based,Nitrogen,94,0.472362,0.963416,0.943018
Rule-Based,Nitrogen,95,0.477387,0.963416,0.943018
Rule-Based,Nitrogen,96,0.482412,0.963416,0.943018
Rule-Based,Nitrogen,97,0.487437,0.956761,0.943018
Rule-Based,Nitrogen,98,0.492462,0.956761,0.943018
Rule-Based,Nitrogen,99,0.497487,0.955197,0.943018
Rule-Based,Nitrogen,100,0.502513,0.955197,0.943018
Rule-Based,Nitrogen,101,0.507538,0.955197,0.943018
Rule-Based,Nitrogen,102,0.512563,0.955197,0.943018
Rule-Based,Nitrogen,103,0.517588,0.955197,0.943018
Rule-Based,Nitrogen,104,0.522613,0.955197,0.943018
Rule-Based,Nitrogen,105,0.527638,0.955197,0.943018
Rule-Based,Nitrogen,106,0.532663,0.955197,0.943018
Rule-Based,Nitrogen,107,0.537688,0.955197,0.943018
Rule-Based,Nitrogen,108,0.542714,0.955197,0.943018
Rule-Based,Nitrogen,109,0.547739,0.955197,0.943018
Rule-Based,Nitrogen,110,0.552764,0.955197,0.943018
Rule-Based,Nitrogen,111,0.557789,0.955197,0.943018
Rule-Based,Nitrogen,112,0.562814,0.955197,0.943018
Rule-Based,Nitrogen,113,0.567839,0.955197,0.943018
Rule-Based,Nitrogen,114,0.572864,0.955197,0.943018
Rule-Based,Nitrogen,115,0.577889,0.955197,0.943018
Rule-Based,Nitrogen,116,0.582915,0.955197,0.943018
Rule-Based,Nitrogen,117,0.587940,0.955197,0.943018
Rule-Based,Nitrogen,118,0.592965,0.955197,0.943018
Rule-Based,Nitrogen,119,0.597990,0.955197,0.943018
Rule-Based,Nitrogen,120,0.603015,0.955197,0.943018
Rule-Based,Nitrogen,121,0.608040,0.955197,0.943018
Rule-Based,Nitrogen,122,0.613065,0.955197,0.943018
Rule-Based,Nitrogen,123,0.618090,0.955197,0.943018
Rule-Based,Nitrogen,124,0.623116,0.955197,0.943018
Rule-Based,Nitrogen,125,0.628141,0.955197,0.943018
Rule-Based,Nitrogen,126,0.633166,0.938335,0.943018
Rule-Based,Nitrogen,127,0.638191,0.938335,0.943018
Rule-Based,Nitrogen,128,0.643216,0.938335,0.943018
Rule-Based,Nitrogen,129,0.648241,0.938335,0.943018
Rule-Based,Nitrogen,130,0.653266,0.938335,0.943018
Rule-Based,Nitrogen,131,0.658291,0.938335,0.943018
Rule-Based,Nitrogen,132,0.663317,0.937780,0.943018
Rule-Based,Nitrogen,133,0.668342,0.937780,0.943018
Rule-Based,Nitrogen,134,0.673367,0.937780,0.943018
Rule-Based,Nitrogen,135,0.678392,0.937780,0.943018
Rule-Based,Nitrogen,136,0.683417,0.937780,0.943018
Rule-Based,Nitrogen,137,0.688442,0.937780,0.943018
Rule-Based,Nitrogen,138,0.693467,0.937780,0.943018
Rule-Based,Nitrogen,139,0.698492,0.937780,0.943018
Rule-Based,Nitrogen,140,0.703518,0.937780,0.943018
Rule-Based,Nitrogen,141,0.708543,0.937780,0.943018
Rule-Based,Nitrogen,142,0.713568,0.937780,0.943018
Rule-Based,Nitrogen,143,0.718593,0.937780,0.943018
Rule-Based,Nitrogen,144,0.723618,0.937780,0.943018
Rule-Based,Nitrogen,145,0.728643,0.937780,0.943018
Rule-Based,Nitrogen,146,0.733668,0.922042,0.943018
Rule-Based,Nitrogen,147,0.738693,0.922042,0.943018
Rule-Based,Nitrogen,148,0.743719,0.922042,0.943018
Rule-Based,Nitrogen,149,0.748744,0.922042,0.943018
Rule-Based,Nitrogen,150,0.753769,0.919316,0.943018
Rule-Based,Nitrogen,151,0.758794,0.919316,0.943018
Rule-Based,Nitrogen,152,0.763819,0.917385,0.943018
Rule-Based,Nitrogen,153,0.768844,0.917385,0.943018
Rule-Based,Nitrogen,154,0.773869,0.913313,0.943018
Rule-Based,Nitrogen,155,0.778894,0.913313,0.943018
Rule-Based,Nitrogen,156,0.783920,0.913313,0.943018
Rule-Based,Nitrogen,157,0.788945,0.913313,0.943018
Rule-Based,Nitrogen,158,0.793970,0.913313,0.943018
Rule-Based,Nitrogen,159,0.798995,0.904491,0.943018
Rule-Based,Nitrogen,160,0.804020,0.904491,0.943018
Rule-Based,Nitrogen,161,0.809045,0.904491,0.943018
Rule-Based,Nitrogen,162,0.814070,0.904491,0.943018
Rule-Based,Nitrogen,163,0.819095,0.904491,0.943018
Rule-Based,Nitrogen,164,0.824121,0.904491,0.943018
Rule-Based,Nitrogen,165,0.829146,0.904491,0.943018
Rule-Based,Nitrogen,166,0.834171,0.892100,0.943018
Rule-Based,Nitrogen,167,0.839196,0.892100,0.943018
Rule-Based,Nitrogen,168,0.844221,0.892100,0.943018
Rule-Based,Nitrogen,169,0.849246,0.892100,0.943018
Rule-Based,Nitrogen,170,0.854271,0.892100,0.943018
Rule-Based,Nitrogen,171,0.859296,0.885998,0.943018
Rule-Based,Nitrogen,172,0.864322,0.885998,0.943018
Rule-Based,Nitrogen,173,0.869347,0.881298,0.943018
Rule-Based,Nitrogen,174,0.874372,0.881298,0.943018
Rule-Based,Nitrogen,175,0.879397,0.881298,0.943018
Rule-Based,Nitrogen,176,0.884422,0.881298,0.943018
Rule-Based,Nitrogen,177,0.889447,0.881298,0.943018
Rule-Based,Nitrogen,178,0.894472,0.881298,0.943018
Rule-Based,Nitrogen,179,0.899497,0.871520,0.943018
Rule-Based,Nitrogen,180,0.904523,0.871520,0.943018
Rule-Based,Nitrogen,181,0.909548,0.871520,0.943018
Rule-Based,Nitrogen,182,0.914573,0.871520,0.943018
Rule-Based,Nitrogen,183,0.919598,0.871520,0.943018
Rule-Based,Nitrogen,184,0.924623,0.871520,0.943018
Rule-Based,Nitrogen,185,0.929648,0.871520,0.943018
Rule-Based,Nitrogen,186,0.934673,0.871520,0.943018
Rule-Based,Nitrogen,187,0.939698,0.871520,0.943018
Rule-Based,Nitrogen,188,0.944724,0.871520,0.943018
Rule-Based,Nitrogen,189,0.949749,0.863771,0.943018
Rule-Based,Nitrogen,190,0.954774,0.863771,0.943018
Rule-Based,Nitrogen,191,0.959799,0.855620,0.943018
Rule-Based,Nitrogen,192,0.964824,0.852605,0.943018
Rule-Based,Nitrogen,193,0.969849,0.852605,0.943018
Rule-Based,Nitrogen,194,0.974874,0.852605,0.943018
Rule-Based,Nitrogen,195,0.979899,0.852605,0.943018
Rule-Based,Nitrogen,196,0.984925,0.850000,0.943018
Rule-Based,Nitrogen,197,0.989950,0.850000,0.943018
Rule-Based,Nitrogen,198,0.994975,0.850000,0.943018
Rule-Based,Nitrogen,199,1.000000,0.850000,0.943018
Rule-Based,Phosphorus,0,0.000000,0.816681,0.693524
Rule-Based,Phosphorus,1,0.004774,0.816681,0.693524
Rule-Based,Phosphorus,2,0.009548,0.800004,0.693524
Rule-Based,Phosphorus,3,0.014322,0.800004,0.693524
Rule-Based,Phosphorus,4,0.019095,0.800004,0.693524
Rule-Based,Phosphorus,5,0.023869,0.800004,0.693524
Rule-Based,Phosphorus,6,0.028643,0.800004,0.693524
Rule-Based,Phosphorus,7,0.033417,0.800004,0.693524
Rule-Based,Phosphorus,8,0.038191,0.800004,0.693524
Rule-Based,Phosphorus,9,0.042965,0.800004,0.693524
Rule-Based,Phosphorus,10,0.047739,0.800004,0.693524
Rule-Based,Phosphorus,11,0.052513,0.800004,0.693524
Rule-Based,Phosphorus,12,0.057286,0.800004,0.693524
Rule-Based,Phosphorus,13,0.062060,0.800004,0.693524
Rule-Based,Phosphorus,14,0.066834,0.800004,0.693524
Rule-Based,Phosphorus,15,0.071608,0.800004,0.693524
Rule-Based,Phosphorus,16,0.076382,0.800004,0.693524
Rule-Based,Phosphorus,17,0.081156,0.800004,0.693524
Rule-Based,Phosphorus,18,0.085930,0.800004,0.693524
Rule-Based,Phosphorus,19,0.090704,0.800004,0.693524
Rule-Based,Phosphorus,20,0.095477,0.800004,0.693524
Rule-Based,Phosphorus,21,0.100251,0.800004,0.693524
Rule-Based,Phosphorus,22,0.105025,0.800004,0.693524
Rule-Based,Phosphorus,23,0.109799,0.800004,0.693524
Rule-Based,Phosphorus,24,0.114573,0.800004,0.693524
Rule-Based,Phosphorus,25,0.119347,0.800004,0.693524
Rule-Based,Phosphorus,26,0.124121,0.800004,0.693524
Rule-Based,Phosphorus,27,0.128894,0.800004,0.693524
Rule-Based,Phosphorus,28,0.133668,0.800004,0.693524
Rule-Based,Phosphorus,29,0.138442,0.800004,0.693524
Rule-Based,Phosphorus,30,0.143216,0.800004,0.693524
Rule-Based,Phosphorus,31,0.147990,0.800004,0.693524
Rule-Based,Phosphorus,32,0.152764,0.800004,0.693524
Rule-Based,Phosphorus,33,0.157538,0.800004,0.693524
Rule-Based,Phosphorus,34,0.162312,0.800004,0.693524
Rule-Based,Phosphorus,35,0.167085,0.800004,0.693524
Rule-Based,Phosphorus,36,0.171859,0.800004,0.693524
Rule-Based,Phosphorus,37,0.176633,0.800004,0.693524
Rule-Based,Phosphorus,38,0.181407,0.799132,0.693524
Rule-Based,Phosphorus,39,0.186181,0.799132,0.693524
Rule-Based,Phosphorus,40,0.190955,0.799132,0.693524
Rule-Based,Phosphorus,41,0.195729,0.799132,0.693524
Rule-Based,Phosphorus,42,0.200503,0.799132,0.693524
Rule-Based,Phosphorus,43,0.205276,0.799132,0.693524
Rule-Based,Phosphorus,44,0.210050,0.799132,0.693524
Rule-Based,Phosphorus,45,0.214824,0.799132,0.693524
Rule-Based,Phosphorus,46,0.219598,0.799132,0.693524
Rule-Based,Phosphorus,47,0.224372,0.799132,0.693524
Rule-Based,Phosphorus,48,0.229146,0.799132,0.693524
Rule-Based,Phosphorus,49,0.233920,0.799132,0.693524
Rule-Based,Phosphorus,50,0.238693,0.796924,0.693524
Rule-Based,Phosphorus,51,0.243467,0.796924,0.693524
Rule-Based,Phosphorus,52,0.248241,0.796924,0.693524
Rule-Based,Phosphorus,53,0.253015,0.796924,0.693524
Rule-Based,Phosphorus,54,0.257789,0.796924,0.693524
Rule-Based,Phosphorus,55,0.262563,0.796911,0.693524
Rule-Based,Phosphorus,56,0.267337,0.796911,0.693524
Rule-Based,Phosphorus,57,0.272111,0.796911,0.693524
Rule-Based,Phosphorus,58,0.276884,0.796911,0.693524
Rule-Based,Phosphorus,59,0.281658,0.796911,0.693524
Rule-Based,Phosphorus,60,0.286432,0.796911,0.693524
Rule-Based,Phosphorus,61,0.291206,0.796911,0.693524
Rule-Based,Phosphorus,62,0.295980,0.796911,0.693524
Rule-Based,Phosphorus,63,0.300754,0.796911,0.693524
Rule-Based,Phosphorus,64,0.305528,0.793514,0.693524
Rule-Based,Phosphorus,65,0.310302,0.793514,0.693524
Rule-Based,Phosphorus,66,0.315075,0.793514,0.693524
Rule-Based,Phosphorus,67,0.319849,0.793514,0.693524
Rule-Based,Phosphorus,68,0.324623,0.793514,0.693524
Rule-Based,Phosphorus,69,0.329397,0.793514,0.693524
Rule-Based,Phosphorus,70,0.334171,0.793514,0.693524
Rule-Based,Phosphorus,71,0.338945,0.793514,0.693524
Rule-Based,Phosphorus,72,0.343719,0.793203,0.693524
Rule-Based,Phosphorus,73,0.348492,0.793203,0.693524
Rule-Based,Phosphorus,74,0.353266,0.793203,0.693524
Rule-Based,Phosphorus,75,0.358040,0.792521,0.693524
Rule-Based,Phosphorus,76,0.362814,0.792521,0.693524
Rule-Based,Phosphorus,77,0.367588,0.792521,0.693524
Rule-Based,Phosphorus,78,0.372362,0.792521,0.693524
Rule-Based,Phosphorus,79,0.377136,0.792521,0.693524
Rule-Based,Phosphorus,80,0.381910,0.792521,0.693524
Rule-Based,Phosphorus,81,0.386683,0.792521,0.693524
Rule-Based,Phosphorus,82,0.391457,0.792521,0.693524
Rule-Based,Phosphorus,83,0.396231,0.792521,0.693524
Rule-Based,Phosphorus,84,0.401005,0.790543,0.693524
Rule-Based,Phosphorus,85,0.405779,0.790543,0.693524
Rule-Based,Phosphorus,86,0.410553,0.790543,0.693524
Rule-Based,Phosphorus,87,0.415327,0.790543,0.693524
Rule-Based,Phosphorus,88,0.420101,0.790543,0.693524
Rule-Based,Phosphorus,89,0.424874,0.790543,0.693524
Rule-Based,Phosphorus,90,0.429648,0.779332,0.693524
Rule-Based,Phosphorus,91,0.434422,0.779332,0.693524
Rule-Based,Phosphorus,92,0.439196,0.779332,0.693524
Rule-Based,Phosphorus,93,0.443970,0.779332,0.693524
Rule-Based,Phosphorus,94,0.448744,0.779332,0.693524
Rule-Based,Phosphorus,95,0.453518,0.779332,0.693524
Rule-Based,Phosphorus,96,0.458291,0.779332,0.693524
Rule-Based,Phosphorus,97,0.463065,0.779332,0.693524
Rule-Based,Phosphorus,98,0.467839,0.766945,0.693524
Rule-Based,Phosphorus,99,0.472613,0.766945,0.693524
Rule-Based,Phosphorus,100,0.477387,0.766945,0.693524
Rule-Based,Phosphorus,101,0.482161,0.766945,0.693524
Rule-Based,Phosphorus,102,0.486935,0.766945,0.693524
Rule-Based,Phosphorus,103,0.491709,0.766945,0.693524
Rule-Based,Phosphorus,104,0.496482,0.766945,0.693524
Rule-Based,Phosphorus,105,0.501256,0.766945,0.693524
Rule-Based,Phosphorus,106,0.506030,0.757995,0.693524
Rule-Based,Phosphorus,107,0.510804,0.757995,0.693524
Rule-Based,Phosphorus,108,0.515578,0.757995,0.693524
Rule-Based,Phosphorus,109,0.520352,0.757995,0.693524
Rule-Based,Phosphorus,110,0.525126,0.757995,0.693524
Rule-Based,Phosphorus,111,0.529899,0.756071,0.693524
Rule-Based,Phosphorus,112,0.534673,0.756071,0.693524
Rule-Based,Phosphorus,113,0.539447,0.756071,0.693524
Rule-Based,Phosphorus,114,0.544221,0.748823,0.693524
Rule-Based,Phosphorus,115,0.548995,0.748823,0.693524
Rule-Based,Phosphorus,116,0.553769,0.748823,0.693524
Rule-Based,Phosphorus,117,0.558543,0.748823,0.693524
Rule-Based,Phosphorus,118,0.563317,0.748823,0.693524
Rule-Based,Phosphorus,119,0.568090,0.743230,0.693524
Rule-Based,Phosphorus,120,0.572864,0.737379,0.693524
Rule-Based,Phosphorus,121,0.577638,0.735926,0.693524
Rule-Based,Phosphorus,122,0.582412,0.734271,0.693524
Rule-Based,Phosphorus,123,0.587186,0.734271,0.693524
Rule-Based,Phosphorus,124,0.591960,0.734271,0.693524
Rule-Based,Phosphorus,125,0.596734,0.734271,0.693524
Rule-Based,Phosphorus,126,0.601508,0.734271,0.693524
Rule-Based,Phosphorus,127,0.606281,0.734271,0.693524
Rule-Based,Phosphorus,128,0.611055,0.727003,0.693524
Rule-Based,Phosphorus,129,0.615829,0.727003,0.693524
Rule-Based,Phosphorus,130,0.620603,0.727003,0.693524
Rule-Based,Phosphorus,131,0.625377,0.727003,0.693524
Rule-Based,Phosphorus,132,0.630151,0.727003,0.693524
Rule-Based,Phosphorus,133,0.634925,0.712612,0.693524
Rule-Based,Phosphorus,134,0.639698,0.712612,0.693524
Rule-Based,Phosphorus,135,0.644472,0.712612,0.693524
Rule-Based,Phosphorus,136,0.649246,0.712612,0.693524
Rule-Based,Phosphorus,137,0.654020,0.712612,0.693524
Rule-Based,Phosphorus,138,0.658794,0.712612,0.693524
Rule-Based,Phosphorus,139,0.663568,0.712612,0.693524
Rule-Based,Phosphorus,140,0.668342,0.712612,0.693524
Rule-Based,Phosphorus,141,0.673116,0.699210,0.693524
Rule-Based,Phosphorus,142,0.677889,0.693718,0.693524
Rule-Based,Phosphorus,143,0.682663,0.693707,0.693524
Rule-Based,Phosphorus,144,0.687437,0.688129,0.693524
Rule-Based,Phosphorus,145,0.692211,0.688102,0.693524
Rule-Based,Phosphorus,146,0.696985,0.688102,0.693524
Rule-Based,Phosphorus,147,0.701759,0.688102,0.693524
Rule-Based,Phosphorus,148,0.706533,0.688102,0.693524
Rule-Based,Phosphorus,149,0.711307,0.673732,0.693524
Rule-Based,Phosphorus,150,0.716080,0.673366,0.693524
Rule-Based,Phosphorus,151,0.720854,0.673366,0.693524
Rule-Based,Phosphorus,152,0.725628,0.673366,0.693524
Rule-Based,Phosphorus,153,0.730402,0.670146,0.693524
Rule-Based,Phosphorus,154,0.735176,0.669201,0.693524
Rule-Based,Phosphorus,155,0.739950,0.669201,0.693524
Rule-Based,Phosphorus,156,0.744724,0.660986,0.693524
Rule-Based,Phosphorus,157,0.749497,0.660986,0.693524
Rule-Based,Phosphorus,158,0.754271,0.660986,0.693524
Rule-Based,Phosphorus,159,0.759045,0.660986,0.693524
Rule-Based,Phosphorus,160,0.763819,0.650372,0.693524
Rule-Based,Phosphorus,161,0.768593,0.650372,0.693524
Rule-Based,Phosphorus,162,0.773367,0.650372,0.693524
Rule-Based,Phosphorus,163,0.778141,0.650372,0.693524
Rule-Based,Phosphorus,164,0.782915,0.633958,0.693524
Rule-Based,Phosphorus,165,0.787688,0.625044,0.693524
Rule-Based,Phosphorus,166,0.792462,0.623672,0.693524
Rule-Based,Phosphorus,167,0.797236,0.623672,0.693524
Rule-Based,Phosphorus,168,0.802010,0.623672,0.693524
Rule-Based,Phosphorus,169,0.806784,0.623672,0.693524
Rule-Based,Phosphorus,170,0.811558,0.619383,0.693524
Rule-Based,Phosphorus,171,0.816332,0.619383,0.693524
Rule-Based,Phosphorus,172,0.821106,0.619383,0.693524
Rule-Based,Phosphorus,173,0.825879,0.610765,0.693524
Rule-Based,Phosphorus,174,0.830653,0.610765,0.693524
Rule-Based,Phosphorus,175,0.835427,0.610765,0.693524
Rule-Based,Phosphorus,176,0.840201,0.610765,0.693524
Rule-Based,Phosphorus,177,0.844975,0.590641,0.693524
Rule-Based,Phosphorus,178,0.849749,0.578697,0.693524
Rule-Based,Phosphorus,179,0.854523,0.578697,0.693524
Rule-Based,Phosphorus,180,0.859296,0.578697,0.693524
Rule-Based,Phosphorus,181,0.864070,0.572146,0.693524
Rule-Based,Phosphorus,182,0.868844,0.572146,0.693524
Rule-Based,Phosphorus,183,0.873618,0.557945,0.693524
Rule-Based,Phosphorus,184,0.878392,0.557945,0.693524
Rule-Based,Phosphorus,185,0.883166,0.557945,0.693524
Rule-Based,Phosphorus,186,0.887940,0.549950,0.693524
Rule-Based,Phosphorus,187,0.892714,0.549950,0.693524
Rule-Based,Phosphorus,188,0.897487,0.549950,0.693524
Rule-Based,Phosphorus,189,0.902261,0.549950,0.693524
Rule-Based,Phosphorus,190,0.907035,0.534581,0.693524
Rule-Based,Phosphorus,191,0.911809,0.522013,0.693524
Rule-Based,Phosphorus,192,0.916583,0.522013,0.693524
Rule-Based,Phosphorus,193,0.921357,0.522013,0.693524
Rule-Based,Phosphorus,194,0.926131,0.522013,0.693524
Rule-Based,Phosphorus,195,0.930905,0.522013,0.693524
Rule-Based,Phosphorus,196,0.935678,0.500000,0.693524
Rule-Based,Phosphorus,197,0.940452,0.500000,0.693524
Rule-Based,Phosphorus,198,0.945226,0.500000,0.693524
Rule-Based,Phosphorus,199,0.950000,0.500000,0.693524
Rule-Based,Potassium,0,0.000000,0.817440,0.694240
Rule-Based,Potassium,1,0.004774,0.801037,0.694240
Rule-Based,Potassium,2,0.009548,0.801037,0.694240
Rule-Based,Potassium,3,0.014322,0.801037,0.694240
Rule-Based,Potassium,4,0.019095,0.801037,0.694240
Rule-Based,Potassium,5,0.023869,0.801037,0.694240
Rule-Based,Potassium,6,0.028643,0.801037,0.694240
Rule-Based,Potassium,7,0.033417,0.801037,0.694240
Rule-Based,Potassium,8,0.038191,0.801037,0.694240
Rule-Based,Potassium,9,0.042965,0.801037,0.694240
Rule-Based,Potassium,10,0.047739,0.801037,0.694240
Rule-Based,Potassium,11,0.052513,0.801037,0.694240
Rule-Based,Potassium,12,0.057286,0.801037,0.694240
Rule-Based,Potassium,13,0.062060,0.801037,0.694240
Rule-Based,Potassium,14,0.066834,0.801037,0.694240
Rule-Based,Potassium,15,0.071608,0.801037,0.694240
Rule-Based,Potassium,16,0.076382,0.801037,0.694240
Rule-Based,Potassium,17,0.081156,0.801037,0.694240
Rule-Based,Potassium,18,0.085930,0.801037,0.694240
Rule-Based,Potassium,19,0.090704,0.801037,0.694240
Rule-Based,Potassium,20,0.095477,0.801037,0.694240
Rule-Based,Potassium,21,0.100251,0.801037,0.694240
Rule-Based,Potassium,22,0.105025,0.801037,0.694240
Rule-Based,Potassium,23,0.109799,0.801037,0.694240
Rule-Based,Potassium,24,0.114573,0.801037,0.694240
Rule-Based,Potassium,25,0.119347,0.801037,0.694240
Rule-Based,Potassium,26,0.124121,0.801037,0.694240
Rule-Based,Potassium,27,0.128894,0.801037,0.694240
Rule-Based,Potassium,28,0.133668,0.801037,0.694240
Rule-Based,Potassium,29,0.138442,0.801037,0.694240
Rule-Based,Potassium,30,0.143216,0.801037,0.694240
Rule-Based,Potassium,31,0.147990,0.801037,0.694240
Rule-Based,Potassium,32,0.152764,0.801037,0.694240
Rule-Based,Potassium,33,0.157538,0.801037,0.694240
Rule-Based,Potassium,34,0.162312,0.801037,0.694240
Rule-Based,Potassium,35,0.167085,0.801037,0.694240
Rule-Based,Potassium,36,0.171859,0.801037,0.694240
Rule-Based,Potassium,37,0.176633,0.801037,0.694240
Rule-Based,Potassium,38,0.181407,0.801037,0.694240
Rule-Based,Potassium,39,0.186181,0.801037,0.694240
Rule-Based,Potassium,40,0.190955,0.801037,0.694240
Rule-Based,Potassium,41,0.195729,0.801037,0.694240
Rule-Based,Potassium,42,0.200503,0.801037,0.694240
Rule-Based,Potassium,43,0.205276,0.801037,0.694240
Rule-Based,Potassium,44,0.210050,0.801037,0.694240
Rule-Based,Potassium,45,0.214824,0.801037,0.694240
Rule-Based,Potassium,46,0.219598,0.801037,0.694240
Rule-Based,Potassium,47,0.224372,0.801037,0.694240
Rule-Based,Potassium,48,0.229146,0.801037,0.694240
Rule-Based,Potassium,49,0.233920,0.801037,0.694240
Rule-Based,Potassium,50,0.238693,0.801037,0.694240
Rule-Based,Potassium,51,0.243467,0.799181,0.694240
Rule-Based,Potassium,52,0.248241,0.799181,0.694240
Rule-Based,Potassium,53,0.253015,0.799181,0.694240
