model,class,idx,recall,precision,ap
SVM,Nitrogen,156,0.783920,0.848910,0.880831
SVM,Nitrogen,157,0.788945,0.848910,0.880831
SVM,Nitrogen,158,0.793970,0.848910,0.880831
SVM,Nitrogen,159,0.798995,0.839614,0.880831
SVM,Nitrogen,160,0.804020,0.839614,0.880831
SVM,Nitrogen,161,0.809045,0.839614,0.880831
SVM,Nitrogen,162,0.814070,0.839614,0.880831
SVM,Nitrogen,163,0.819095,0.839614,0.880831
SVM,Nitrogen,164,0.824121,0.839614,0.880831
SVM,Nitrogen,165,0.829146,0.839614,0.880831
SVM,Nitrogen,166,0.834171,0.826502,0.880831
SVM,Nitrogen,167,0.839196,0.826502,0.880831
SVM,Nitrogen,168,0.844221,0.826502,0.880831
SVM,Nitrogen,169,0.849246,0.826502,0.880831
SVM,Nitrogen,170,0.854271,0.826502,0.880831
SVM,Nitrogen,171,0.859296,0.819842,0.880831
SVM,Nitrogen,172,0.864322,0.819842,0.880831
SVM,Nitrogen,173,0.869347,0.814909,0.880831
SVM,Nitrogen,174,0.874372,0.814909,0.880831
SVM,Nitrogen,175,0.879397,0.814909,0.880831
SVM,Nitrogen,176,0.884422,0.814909,0.880831
SVM,Nitrogen,177,0.889447,0.814909,0.880831
SVM,Nitrogen,178,0.894472,0.814909,0.880831
SVM,Nitrogen,179,0.899497,0.804395,0.880831
SVM,Nitrogen,180,0.904523,0.804395,0.880831
SVM,Nitrogen,181,0.909548,0.804395,0.880831
SVM,Nitrogen,182,0.914573,0.804395,0.880831
SVM,Nitrogen,183,0.919598,0.804395,0.880831
SVM,Nitrogen,184,0.924623,0.804395,0.880831
SVM,Nitrogen,185,0.929648,0.804395,0.880831
SVM,Nitrogen,186,0.934673,0.804395,0.880831
SVM,Nitrogen,187,0.939698,0.804395,0.880831
SVM,Nitrogen,188,0.944724,0.804395,0.880831
SVM,Nitrogen,189,0.949749,0.795292,0.880831
SVM,Nitrogen,190,0.954774,0.795292,0.880831
SVM,Nitrogen,191,0.959799,0.786851,0.880831
SVM,Nitrogen,192,0.964824,0.783688,0.880831
SVM,Nitrogen,193,0.969849,0.783688,0.880831
SVM,Nitrogen,194,0.974874,0.783688,0.880831
SVM,Nitrogen,195,0.979899,0.783688,0.880831
SVM,Nitrogen,196,0.984925,0.780000,0.880831
SVM,Nitrogen,197,0.989950,0.780000,0.880831
SVM,Nitrogen,198,0.994975,0.780000,0.880831
SVM,Nitrogen,199,1.000000,0.780000,0.880831
SVM,Phosphorus,0,0.000000,0.906681,0.839389
SVM,Phosphorus,1,0.004925,0.906681,0.839389
SVM,Phosphorus,2,0.009849,0.890005,0.839389
SVM,Phosphorus,3,0.014774,0.890005,0.839389
SVM,Phosphorus,4,0.019698,0.890005,0.839389
SVM,Phosphorus,5,0.024623,0.890005,0.839389
SVM,Phosphorus,6,0.029548,0.890005,0.839389
SVM,Phosphorus,7,0.034472,0.890005,0.839389
SVM,Phosphorus,8,0.039397,0.890005,0.839389
SVM,Phosphorus,9,0.044322,0.890005,0.839389
SVM,Phosphorus,10,0.049246,0.890005,0.839389
SVM,Phosphorus,11,0.054171,0.890005,0.839389
SVM,Phosphorus,12,0.059095,0.890005,0.839389
SVM,Phosphorus,13,0.064020,0.890005,0.839389
SVM,Phosphorus,14,0.068945,0.890005,0.839389
SVM,Phosphorus,15,0.073869,0.890005,0.839389
SVM,Phosphorus,16,0.078794,0.890005,0.839389
SVM,Phosphorus,17,0.083719,0.890005,0.839389
SVM,Phosphorus,18,0.088643,0.890005,0.839389
SVM,Phosphorus,19,0.093568,0.890005,0.839389
SVM,Phosphorus,20,0.098492,0.890005,0.839389
SVM,Phosphorus,21,0.103417,0.890005,0.839389
SVM,Phosphorus,22,0.108342,0.890005,0.839389
SVM,Phosphorus,23,0.113266,0.890005,0.839389
SVM,Phosphorus,24,0.118191,0.890005,0.839389
SVM,Phosphorus,25,0.123116,0.890005,0.839389
SVM,Phosphorus,26,0.128040,0.890005,0.839389
SVM,Phosphorus,27,0.132965,0.890005,0.839389
SVM,Phosphorus,28,0.137889,0.890005,0.839389
SVM,Phosphorus,29,0.142814,0.890005,0.839389
SVM,Phosphorus,30,0.147739,0.890005,0.839389
SVM,Phosphorus,31,0.152663,0.890005,0.839389
SVM,Phosphorus,32,0.157588,0.890005,0.839389
SVM,Phosphorus,33,0.162513,0.890005,0.839389
SVM,Phosphorus,34,0.167437,0.890005,0.839389
SVM,Phosphorus,35,0.172362,0.890005,0.839389
SVM,Phosphorus,36,0.177286,0.890005,0.839389
SVM,Phosphorus,37,0.182211,0.890005,0.839389
SVM,Phosphorus,38,0.187136,0.889932,0.839389
SVM,Phosphorus,39,0.192060,0.889932,0.839389
SVM,Phosphorus,40,0.196985,0.889932,0.839389
SVM,Phosphorus,41,0.201910,0.889932,0.839389
SVM,Phosphorus,42,0.206834,0.889932,0.839389
SVM,Phosphorus,43,0.211759,0.889932,0.839389
SVM,Phosphorus,44,0.216683,0.889932,0.839389
SVM,Phosphorus,45,0.221608,0.889932,0.839389
SVM,Phosphorus,46,0.226533,0.889932,0.839389
SVM,Phosphorus,47,0.231457,0.889932,0.839389
SVM,Phosphorus,48,0.236382,0.889932,0.839389
SVM,Phosphorus,49,0.241307,0.889932,0.839389
SVM,Phosphorus,50,0.246231,0.888849,0.839389
SVM,Phosphorus,51,0.251156,0.888849,0.839389
SVM,Phosphorus,52,0.256080,0.888849,0.839389
SVM,Phosphorus,53,0.261005,0.888849,0.839389
SVM,Phosphorus,54,0.265930,0.888849,0.839389
SVM,Phosphorus,55,0.270854,0.888849,0.839389
SVM,Phosphorus,56,0.275779,0.888849,0.839389
SVM,Phosphorus,57,0.280704,0.888849,0.839389
SVM,Phosphorus,58,0.285628,0.888849,0.839389
SVM,Phosphorus,59,0.290553,0.888849,0.839389
SVM,Phosphorus,60,0.295477,0.888849,0.839389
SVM,Phosphorus,61,0.300402,0.888849,0.839389
SVM,Phosphorus,62,0.305327,0.888849,0.839389
SVM,Phosphorus,63,0.310251,0.888849,0.839389
SVM,Phosphorus,64,0.315176,0.887756,0.839389
SVM,Phosphorus,65,0.320101,0.887756,0.839389
SVM,Phosphorus,66,0.325025,0.887756,0.839389
SVM,Phosphorus,67,0.329950,0.887756,0.839389
SVM,Phosphorus,68,0.334874,0.887756,0.839389
SVM,Phosphorus,69,0.339799,0.887756,0.839389
SVM,Phosphorus,70,0.344724,0.887756,0.839389
SVM,Phosphorus,71,0.349648,0.887756,0.839389
SVM,Phosphorus,72,0.354573,0.887756,0.839389
SVM,Phosphorus,73,0.359497,0.887756,0.839389
SVM,Phosphorus,74,0.364422,0.887756,0.839389
SVM,Phosphorus,75,0.369347,0.887756,0.839389
SVM,Phosphorus,76,0.374271,0.887756,0.839389
SVM,Phosphorus,77,0.379196,0.887756,0.839389
SVM,Phosphorus,78,0.384121,0.887756,0.839389
SVM,Phosphorus,79,0.389045,0.887756,0.839389
SVM,Phosphorus,80,0.393970,0.887756,0.839389
SVM,Phosphorus,81,0.398894,0.887756,0.839389
SVM,Phosphorus,82,0.403819,0.887756,0.839389
SVM,Phosphorus,83,0.408744,0.887756,0.839389
SVM,Phosphorus,84,0.413668,0.887756,0.839389
SVM,Phosphorus,85,0.418593,0.887756,0.839389
SVM,Phosphorus,86,0.423518,0.887756,0.839389
SVM,Phosphorus,87,0.428442,0.887756,0.839389
SVM,Phosphorus,88,0.433367,0.887756,0.839389
SVM,Phosphorus,89,0.438291,0.887756,0.839389
SVM,Phosphorus,90,0.443216,0.881961,0.839389
SVM,Phosphorus,91,0.448141,0.881961,0.839389
SVM,Phosphorus,92,0.453065,0.881961,0.839389
SVM,Phosphorus,93,0.457990,0.881961,0.839389
SVM,Phosphorus,94,0.462915,0.881961,0.839389
SVM,Phosphorus,95,0.467839,0.881961,0.839389
SVM,Phosphorus,96,0.472764,0.881961,0.839389
SVM,Phosphorus,97,0.477688,0.881961,0.839389
SVM,Phosphorus,98,0.482613,0.873530,0.839389
SVM,Phosphorus,99,0.487538,0.873530,0.839389
SVM,Phosphorus,100,0.492462,0.873530,0.839389
SVM,Phosphorus,101,0.497387,0.873530,0.839389
SVM,Phosphorus,102,0.502312,0.873530,0.839389
SVM,Phosphorus,103,0.507236,0.873530,0.839389
SVM,Phosphorus,104,0.512161,0.873530,0.839389
SVM,Phosphorus,105,0.517085,0.873530,0.839389
SVM,Phosphorus,106,0.522010,0.869314,0.839389
SVM,Phosphorus,107,0.526935,0.869314,0.839389
SVM,Phosphorus,108,0.531859,0.869314,0.839389
SVM,Phosphorus,109,0.536784,0.869314,0.839389
SVM,Phosphorus,110,0.541709,0.869314,0.839389
SVM,Phosphorus,111,0.546633,0.869314,0.839389
SVM,Phosphorus,112,0.551558,0.869314,0.839389
SVM,Phosphorus,113,0.556482,0.869314,0.839389
SVM,Phosphorus,114,0.561407,0.865732,0.839389
SVM,Phosphorus,115,0.566332,0.865732,0.839389
SVM,Phosphorus,116,0.571256,0.865732,0.839389
SVM,Phosphorus,117,0.576181,0.865732,0.839389
SVM,Phosphorus,118,0.581106,0.865732,0.839389
SVM,Phosphorus,119,0.586030,0.864101,0.839389
SVM,Phosphorus,120,0.590955,0.859087,0.839389
SVM,Phosphorus,121,0.595879,0.858487,0.839389
SVM,Phosphorus,122,0.600804,0.857702,0.839389
SVM,Phosphorus,123,0.605729,0.857702,0.839389
SVM,Phosphorus,124,0.610653,0.857702,0.839389
SVM,Phosphorus,125,0.615578,0.857702,0.839389
SVM,Phosphorus,126,0.620503,0.857702,0.839389
SVM,Phosphorus,127,0.625427,0.857702,0.839389
SVM,Phosphorus,128,0.630352,0.855985,0.839389
SVM,Phosphorus,129,0.635276,0.855985,0.839389
SVM,Phosphorus,130,0.640201,0.855985,0.839389
SVM,Phosphorus,131,0.645126,0.855985,0.839389
SVM,Phosphorus,132,0.650050,0.855985,0.839389
SVM,Phosphorus,133,0.654975,0.846679,0.839389
SVM,Phosphorus,134,0.659899,0.846679,0.839389
SVM,Phosphorus,135,0.664824,0.846679,0.839389
SVM,Phosphorus,136,0.669749,0.846679,0.839389
SVM,Phosphorus,137,0.674673,0.846679,0.839389
SVM,Phosphorus,138,0.679598,0.846679,0.839389
SVM,Phosphorus,139,0.684523,0.846679,0.839389
SVM,Phosphorus,140,0.689447,0.846679,0.839389
SVM,Phosphorus,141,0.694372,0.842334,0.839389
SVM,Phosphorus,142,0.699296,0.838058,0.839389
SVM,Phosphorus,143,0.704221,0.838058,0.839389
SVM,Phosphorus,144,0.709146,0.834956,0.839389
SVM,Phosphorus,145,0.714070,0.834956,0.839389
SVM,Phosphorus,146,0.718995,0.834956,0.839389
SVM,Phosphorus,147,0.723920,0.834956,0.839389
SVM,Phosphorus,148,0.728844,0.834956,0.839389
SVM,Phosphorus,149,0.733769,0.827117,0.839389
SVM,Phosphorus,150,0.738693,0.827117,0.839389
SVM,Phosphorus,151,0.743618,0.827117,0.839389
SVM,Phosphorus,152,0.748543,0.827117,0.839389
SVM,Phosphorus,153,0.753467,0.827117,0.839389
SVM,Phosphorus,154,0.758392,0.827117,0.839389
SVM,Phosphorus,155,0.763317,0.827117,0.839389
SVM,Phosphorus,156,0.768241,0.824401,0.839389
SVM,Phosphorus,157,0.773166,0.824401,0.839389
SVM,Phosphorus,158,0.778090,0.824401,0.839389
SVM,Phosphorus,159,0.783015,0.824401,0.839389
SVM,Phosphorus,160,0.787940,0.819983,0.839389
SVM,Phosphorus,161,0.792864,0.819983,0.839389
SVM,Phosphorus,162,0.797789,0.819983,0.839389
SVM,Phosphorus,163,0.802714,0.819983,0.839389
SVM,Phosphorus,164,0.807638,0.810115,0.839389
SVM,Phosphorus,165,0.812563,0.802894,0.839389
SVM,Phosphorus,166,0.817487,0.802894,0.839389
SVM,Phosphorus,167,0.822412,0.802894,0.839389
SVM,Phosphorus,168,0.827337,0.802894,0.839389
SVM,Phosphorus,169,0.832261,0.802894,0.839389
SVM,Phosphorus,170,0.837186,0.802894,0.839389
SVM,Phosphorus,171,0.842111,0.802894,0.839389
SVM,Phosphorus,172,0.847035,0.802894,0.839389
SVM,Phosphorus,173,0.851960,0.802894,0.839389
SVM,Phosphorus,174,0.856884,0.802894,0.839389
SVM,Phosphorus,175,0.861809,0.802894,0.839389
SVM,Phosphorus,176,0.866734,0.802894,0.839389
SVM,Phosphorus,177,0.871658,0.790619,0.839389
SVM,Phosphorus,178,0.876583,0.780675,0.839389
SVM,Phosphorus,179,0.881508,0.780675,0.839389
SVM,Phosphorus,180,0.886432,0.780675,0.839389
SVM,Phosphorus,181,0.891357,0.780277,0.839389
SVM,Phosphorus,182,0.896281,0.780277,0.839389
SVM,Phosphorus,183,0.901206,0.770303,0.839389
SVM,Phosphorus,184,0.906131,0.770303,0.839389
SVM,Phosphorus,185,0.911055,0.770303,0.839389
SVM,Phosphorus,186,0.915980,0.768844,0.839389
SVM,Phosphorus,187,0.920905,0.768844,0.839389
SVM,Phosphorus,188,0.925829,0.768844,0.839389
SVM,Phosphorus,189,0.930754,0.768844,0.839389
SVM,Phosphorus,190,0.935678,0.762556,0.839389
SVM,Phosphorus,191,0.940603,0.752326,0.839389
SVM,Phosphorus,192,0.945528,0.752326,0.839389
SVM,Phosphorus,193,0.950452,0.752326,0.839389
SVM,Phosphorus,194,0.955377,0.752326,0.839389
SVM,Phosphorus,195,0.960302,0.752326,0.839389
SVM,Phosphorus,196,0.965226,0.750000,0.839389
SVM,Phosphorus,197,0.970151,0.750000,0.839389
SVM,Phosphorus,198,0.975075,0.750000,0.839389
SVM,Phosphorus,199,0.980000,0.750000,0.839389
SVM,Potassium,0,0.000000,0.937440,0.891816
SVM,Potassium,1,0.005025,0.921037,0.891816
SVM,Potassium,2,0.010050,0.921037,0.891816
SVM,Potassium,3,0.015075,0.921037,0.891816
SVM,Potassium,4,0.020101,0.921037,0.891816
SVM,Potassium,5,0.025126,0.921037,0.891816
SVM,Potassium,6,0.030151,0.921037,0.891816
SVM,Potassium,7,0.035176,0.921037,0.891816
SVM,Potassium,8,0.040201,0.921037,0.891816
SVM,Potassium,9,0.045226,0.921037,0.891816
SVM,Potassium,10,0.050251,0.921037,0.891816
SVM,Potassium,11,0.055276,0.921037,0.891816
SVM,Potassium,12,0.060302,0.921037,0.891816
SVM,Potassium,13,0.065327,0.921037,0.891816
SVM,Potassium,14,0.070352,0.921037,0.891816
SVM,Potassium,15,0.075377,0.921037,0.891816
SVM,Potassium,16,0.080402,0.921037,0.891816
SVM,Potassium,17,0.085427,0.921037,0.891816
SVM,Potassium,18,0.090452,0.921037,0.891816
SVM,Potassium,19,0.095477,0.921037,0.891816
SVM,Potassium,20,0.100503,0.921037,0.891816
SVM,Potassium,21,0.105528,0.921037,0.891816
SVM,Potassium,22,0.110553,0.921037,0.891816
SVM,Potassium,23,0.115578,0.921037,0.891816
SVM,Potassium,24,0.120603,0.921037,0.891816
SVM,Potassium,25,0.125628,0.921037,0.891816
SVM,Potassium,26,0.130653,0.921037,0.891816
SVM,Potassium,27,0.135678,0.921037,0.891816
SVM,Potassium,28,0.140704,0.921037,0.891816
SVM,Potassium,29,0.145729,0.921037,0.891816
SVM,Potassium,30,0.150754,0.921037,0.891816
SVM,Potassium,31,0.155779,0.921037,0.891816
SVM,Potassium,32,0.160804,0.921037,0.891816
SVM,Potassium,33,0.165829,0.921037,0.891816
SVM,Potassium,34,0.170854,0.921037,0.891816
SVM,Potassium,35,0.175879,0.921037,0.891816
SVM,Potassium,36,0.180905,0.921037,0.891816
SVM,Potassium,37,0.185930,0.921037,0.891816
SVM,Potassium,38,0.190955,0.921037,0.891816
SVM,Potassium,39,0.195980,0.921037,0.891816
SVM,Potassium,40,0.201005,0.921037,0.891816
SVM,Potassium,41,0.206030,0.921037,0.891816
SVM,Potassium,42,0.211055,0.921037,0.891816
SVM,Potassium,43,0.216080,0.921037,0.891816
SVM,Potassium,44,0.221106,0.921037,0.891816
SVM,Potassium,45,0.226131,0.921037,0.891816
SVM,Potassium,46,0.231156,0.921037,0.891816
SVM,Potassium,47,0.236181,0.921037,0.891816
SVM,Potassium,48,0.241206,0.921037,0.891816
SVM,Potassium,49,0.246231,0.921037,0.891816
SVM,Potassium,50,0.251256,0.921037,0.891816
SVM,Potassium,51,0.256281,0.921037,0.891816
SVM,Potassium,52,0.261307,0.921037,0.891816
SVM,Potassium,53,0.266332,0.921037,0.891816
SVM,Potassium,54,0.271357,0.921037,0.891816
SVM,Potassium,55,0.276382,0.918803,0.891816
SVM,Potassium,56,0.281407,0.918803,0.891816
SVM,Potassium,57,0.286432,0.918803,0.891816
SVM,Potassium,58,0.291457,0.918803,0.891816
SVM,Potassium,59,0.296482,0.918803,0.891816
SVM,Potassium,60,0.301508,0.918803,0.891816
SVM,Potassium,61,0.306533,0.918803,0.891816
SVM,Potassium,62,0.311558,0.918803,0.891816
SVM,Potassium,63,0.316583,0.918803,0.891816
SVM,Potassium,64,0.321608,0.918803,0.891816
SVM,Potassium,65,0.326633,0.918803,0.891816
SVM,Potassium,66,0.331658,0.918803,0.891816
SVM,Potassium,67,0.336683,0.917529,0.891816
SVM,Potassium,68,0.341709,0.917529,0.891816
SVM,Potassium,69,0.346734,0.917529,0.891816
SVM,Potassium,70,0.351759,0.917529,0.891816
SVM,Potassium,71,0.356784,0.917529,0.891816
SVM,Potassium,72,0.361809,0.917529,0.891816
SVM,Potassium,73,0.366834,0.917529,0.891816
SVM,Potassium,74,0.371859,0.917529,0.891816
SVM,Potassium,75,0.376884,0.917529,0.891816
SVM,Potassium,76,0.381910,0.917529,0.891816
SVM,Potassium,77,0.386935,0.913813,0.891816
SVM,Potassium,78,0.391960,0.913813,0.891816
SVM,Potassium,79,0.396985,0.913813,0.891816
SVM,Potassium,80,0.402010,0.913813,0.891816
SVM,Potassium,81,0.407035,0.913134,0.891816
SVM,Potassium,82,0.412060,0.913134,0.891816
SVM,Potassium,83,0.417085,0.913134,0.891816
SVM,Potassium,84,0.422111,0.913134,0.891816
SVM,Potassium,85,0.427136,0.913134,0.891816
SVM,Potassium,86,0.432161,0.913134,0.891816
SVM,Potassium,87,0.437186,0.913134,0.891816
SVM,Potassium,88,0.442211,0.913134,0.891816
SVM,Potassium,89,0.447236,0.913134,0.891816
SVM,Potassium,90,0.452261,0.913134,0.891816
SVM,Potassium,91,0.457286,0.910224,0.891816
SVM,Potassium,92,0.462312,0.910224,0.891816
SVM,Potassium,93,0.467337,0.910224,0.891816
SVM,Potassium,94,0.472362,0.910224,0.891816
SVM,Potassium,95,0.477387,0.910224,0.891816
SVM,Potassium,96,0.482412,0.910224,0.891816
SVM,Potassium,97,0.487437,0.910224,0.891816
SVM,Potassium,98,0.492462,0.910224,0.891816
SVM,Potassium,99,0.497487,0.910224,0.891816
SVM,Potassium,100,0.502513,0.910224,0.891816
SVM,Potassium,101,0.507538,0.909376,0.891816
SVM,Potassium,102,0.512563,0.909376,0.891816
SVM,Potassium,103,0.517588,0.909376,0.891816
SVM,Potassium,104,0.522613,0.909376,0.891816
SVM,Potassium,105,0.527638,0.909376,0.891816
