model,class,idx,recall,precision,ap
EfficientNetB0,Nitrogen,39,0.195980,0.975349,0.953445
EfficientNetB0,Nitrogen,40,0.201005,0.975349,0.953445
EfficientNetB0,Nitrogen,41,0.206030,0.975349,0.953445
EfficientNetB0,Nitrogen,42,0.211055,0.975349,0.953445
EfficientNetB0,Nitrogen,43,0.216080,0.975349,0.953445
EfficientNetB0,Nitrogen,44,0.221106,0.975349,0.953445
EfficientNetB0,Nitrogen,45,0.226131,0.975349,0.953445
EfficientNetB0,Nitrogen,46,0.231156,0.975349,0.953445
EfficientNetB0,Nitrogen,47,0.236181,0.975349,0.953445
EfficientNetB0,Nitrogen,48,0.241206,0.975349,0.953445
EfficientNetB0,Nitrogen,49,0.246231,0.975349,0.953445
EfficientNetB0,Nitrogen,50,0.251256,0.975349,0.953445
EfficientNetB0,Nitrogen,51,0.256281,0.975349,0.953445
EfficientNetB0,Nitrogen,52,0.261307,0.975349,0.953445
EfficientNetB0,Nitrogen,53,0.266332,0.975349,0.953445
EfficientNetB0,Nitrogen,54,0.271357,0.975349,0.953445
EfficientNetB0,Nitrogen,55,0.276382,0.975349,0.953445
EfficientNetB0,Nitrogen,56,0.281407,0.975349,0.953445
EfficientNetB0,Nitrogen,57,0.286432,0.975349,0.953445
EfficientNetB0,Nitrogen,58,0.291457,0.975349,0.953445
EfficientNetB0,Nitrogen,59,0.296482,0.975349,0.953445
EfficientNetB0,Nitrogen,60,0.301508,0.975349,0.953445
EfficientNetB0,Nitrogen,61,0.306533,0.975349,0.953445
EfficientNetB0,Nitrogen,62,0.311558,0.975349,0.953445
EfficientNetB0,Nitrogen,63,0.316583,0.975349,0.953445
EfficientNetB0,Nitrogen,64,0.321608,0.975349,0.953445
EfficientNetB0,Nitrogen,65,0.326633,0.975349,0.953445
EfficientNetB0,Nitrogen,66,0.331658,0.975349,0.953445
EfficientNetB0,Nitrogen,67,0.336683,0.975349,0.953445
EfficientNetB0,Nitrogen,68,0.341709,0.975349,0.953445
EfficientNetB0,Nitrogen,69,0.346734,0.974965,0.953445
EfficientNetB0,Nitrogen,70,0.351759,0.974965,0.953445
EfficientNetB0,Nitrogen,71,0.356784,0.974965,0.953445
EfficientNetB0,Nitrogen,72,0.361809,0.974965,0.953445
EfficientNetB0,Nitrogen,73,0.366834,0.974965,0.953445
EfficientNetB0,Nitrogen,74,0.371859,0.974965,0.953445
EfficientNetB0,Nitrogen,75,0.376884,0.971503,0.953445
EfficientNetB0,Nitrogen,76,0.381910,0.971503,0.953445
EfficientNetB0,Nitrogen,77,0.386935,0.971503,0.953445
EfficientNetB0,Nitrogen,78,0.391960,0.971503,0.953445
EfficientNetB0,Nitrogen,79,0.396985,0.971503,0.953445
EfficientNetB0,Nitrogen,80,0.402010,0.971503,0.953445
EfficientNetB0,Nitrogen,81,0.407035,0.971503,0.953445
EfficientNetB0,Nitrogen,82,0.412060,0.970827,0.953445
EfficientNetB0,Nitrogen,83,0.417085,0.970827,0.953445
EfficientNetB0,Nitrogen,84,0.422111,0.970827,0.953445
EfficientNetB0,Nitrogen,85,0.427136,0.970827,0.953445
EfficientNetB0,Nitrogen,86,0.432161,0.970827,0.953445
EfficientNetB0,Nitrogen,87,0.437186,0.970614,0.953445
EfficientNetB0,Nitrogen,88,0.442211,0.970614,0.953445
EfficientNetB0,Nitrogen,89,0.447236,0.970614,0.953445
EfficientNetB0,Nitrogen,90,0.452261,0.970614,0.953445
EfficientNetB0,Nitrogen,91,0.457286,0.970614,0.953445
EfficientNetB0,Nitrogen,92,0.462312,0.970533,0.953445
EfficientNetB0,Nitrogen,93,0.467337,0.970533,0.953445
EfficientNetB0,Nitrogen,94,0.472362,0.970533,0.953445
EfficientNetB0,Nitrogen,95,0.477387,0.970533,0.953445
EfficientNetB0,Nitrogen,96,0.482412,0.970533,0.953445
EfficientNetB0,Nitrogen,97,0.487437,0.964269,0.953445
EfficientNetB0,Nitrogen,98,0.492462,0.964269,0.953445
EfficientNetB0,Nitrogen,99,0.497487,0.962874,0.953445
EfficientNetB0,Nitrogen,100,0.502513,0.962874,0.953445
EfficientNetB0,Nitrogen,101,0.507538,0.962874,0.953445
EfficientNetB0,Nitrogen,102,0.512563,0.962874,0.953445
EfficientNetB0,Nitrogen,103,0.517588,0.962874,0.953445
EfficientNetB0,Nitrogen,104,0.522613,0.962874,0.953445
EfficientNetB0,Nitrogen,105,0.527638,0.962874,0.953445
EfficientNetB0,Nitrogen,106,0.532663,0.962874,0.953445
EfficientNetB0,Nitrogen,107,0.537688,0.962874,0.953445
EfficientNetB0,Nitrogen,108,0.542714,0.962874,0.953445
EfficientNetB0,Nitrogen,109,0.547739,0.962874,0.953445
EfficientNetB0,Nitrogen,110,0.552764,0.962874,0.953445
EfficientNetB0,Nitrogen,111,0.557789,0.962874,0.953445
EfficientNetB0,Nitrogen,112,0.562814,0.962874,0.953445
EfficientNetB0,Nitrogen,113,0.567839,0.962874,0.953445
EfficientNetB0,Nitrogen,114,0.572864,0.962874,0.953445
EfficientNetB0,Nitrogen,115,0.577889,0.962874,0.953445
EfficientNetB0,Nitrogen,116,0.582915,0.962874,0.953445
EfficientNetB0,Nitrogen,117,0.587940,0.962874,0.953445
EfficientNetB0,Nitrogen,118,0.592965,0.962874,0.953445
EfficientNetB0,Nitrogen,119,0.597990,0.962874,0.953445
EfficientNetB0,Nitrogen,120,0.603015,0.962874,0.953445
EfficientNetB0,Nitrogen,121,0.608040,0.962874,0.953445
EfficientNetB0,Nitrogen,122,0.613065,0.962874,0.953445
EfficientNetB0,Nitrogen,123,0.618090,0.962874,0.953445
EfficientNetB0,Nitrogen,124,0.623116,0.962874,0.953445
EfficientNetB0,Nitrogen,125,0.628141,0.962874,0.953445
EfficientNetB0,Nitrogen,126,0.633166,0.949127,0.953445
EfficientNetB0,Nitrogen,127,0.638191,0.949127,0.953445
EfficientNetB0,Nitrogen,128,0.643216,0.949127,0.953445
EfficientNetB0,Nitrogen,129,0.648241,0.949127,0.953445
EfficientNetB0,Nitrogen,130,0.653266,0.949127,0.953445
EfficientNetB0,Nitrogen,131,0.658291,0.949127,0.953445
EfficientNetB0,Nitrogen,132,0.663317,0.949127,0.953445
EfficientNetB0,Nitrogen,133,0.668342,0.949127,0.953445
EfficientNetB0,Nitrogen,134,0.673367,0.949127,0.953445
EfficientNetB0,Nitrogen,135,0.678392,0.949127,0.953445
EfficientNetB0,Nitrogen,136,0.683417,0.949127,0.953445
EfficientNetB0,Nitrogen,137,0.688442,0.949127,0.953445
EfficientNetB0,Nitrogen,138,0.693467,0.949127,0.953445
EfficientNetB0,Nitrogen,139,0.698492,0.949127,0.953445
EfficientNetB0,Nitrogen,140,0.703518,0.949127,0.953445
EfficientNetB0,Nitrogen,141,0.708543,0.949127,0.953445
EfficientNetB0,Nitrogen,142,0.713568,0.949127,0.953445
EfficientNetB0,Nitrogen,143,0.718593,0.949127,0.953445
EfficientNetB0,Nitrogen,144,0.723618,0.949127,0.953445
EfficientNetB0,Nitrogen,145,0.728643,0.949127,0.953445
EfficientNetB0,Nitrogen,146,0.733668,0.936322,0.953445
EfficientNetB0,Nitrogen,147,0.738693,0.936322,0.953445
EfficientNetB0,Nitrogen,148,0.743719,0.936322,0.953445
EfficientNetB0,Nitrogen,149,0.748744,0.936322,0.953445
EfficientNetB0,Nitrogen,150,0.753769,0.934434,0.953445
EfficientNetB0,Nitrogen,151,0.758794,0.934434,0.953445
EfficientNetB0,Nitrogen,152,0.763819,0.932941,0.953445
EfficientNetB0,Nitrogen,153,0.768844,0.932941,0.953445
EfficientNetB0,Nitrogen,154,0.773869,0.929320,0.953445
EfficientNetB0,Nitrogen,155,0.778894,0.929320,0.953445
EfficientNetB0,Nitrogen,156,0.783920,0.929320,0.953445
EfficientNetB0,Nitrogen,157,0.788945,0.929320,0.953445
EfficientNetB0,Nitrogen,158,0.793970,0.929320,0.953445
EfficientNetB0,Nitrogen,159,0.798995,0.921683,0.953445
EfficientNetB0,Nitrogen,160,0.804020,0.921683,0.953445
EfficientNetB0,Nitrogen,161,0.809045,0.921683,0.953445
EfficientNetB0,Nitrogen,162,0.814070,0.921683,0.953445
EfficientNetB0,Nitrogen,163,0.819095,0.921683,0.953445
EfficientNetB0,Nitrogen,164,0.824121,0.921683,0.953445
EfficientNetB0,Nitrogen,165,0.829146,0.921683,0.953445
EfficientNetB0,Nitrogen,166,0.834171,0.911094,0.953445
EfficientNetB0,Nitrogen,167,0.839196,0.911094,0.953445
EfficientNetB0,Nitrogen,168,0.844221,0.911094,0.953445
EfficientNetB0,Nitrogen,169,0.849246,0.911094,0.953445
EfficientNetB0,Nitrogen,170,0.854271,0.911094,0.953445
EfficientNetB0,Nitrogen,171,0.859296,0.906386,0.953445
EfficientNetB0,Nitrogen,172,0.864322,0.906386,0.953445
EfficientNetB0,Nitrogen,173,0.869347,0.902270,0.953445
EfficientNetB0,Nitrogen,174,0.874372,0.902270,0.953445
EfficientNetB0,Nitrogen,175,0.879397,0.902270,0.953445
EfficientNetB0,Nitrogen,176,0.884422,0.902270,0.953445
EfficientNetB0,Nitrogen,177,0.889447,0.902270,0.953445
EfficientNetB0,Nitrogen,178,0.894472,0.902270,0.953445
EfficientNetB0,Nitrogen,179,0.899497,0.894333,0.953445
EfficientNetB0,Nitrogen,180,0.904523,0.894333,0.953445
EfficientNetB0,Nitrogen,181,0.909548,0.894333,0.953445
EfficientNetB0,Nitrogen,182,0.914573,0.894333,0.953445
EfficientNetB0,Nitrogen,183,0.919598,0.894333,0.953445
EfficientNetB0,Nitrogen,184,0.924623,0.894333,0.953445
EfficientNetB0,Nitrogen,185,0.929648,0.894333,0.953445
EfficientNetB0,Nitrogen,186,0.934673,0.894333,0.953445
EfficientNetB0,Nitrogen,187,0.939698,0.894333,0.953445
EfficientNetB0,Nitrogen,188,0.944724,0.894333,0.953445
EfficientNetB0,Nitrogen,189,0.949749,0.889969,0.953445
EfficientNetB0,Nitrogen,190,0.954774,0.889969,0.953445
EfficientNetB0,Nitrogen,191,0.959799,0.882544,0.953445
EfficientNetB0,Nitrogen,192,0.964824,0.880000,0.953445
EfficientNetB0,Nitrogen,193,0.969849,0.880000,0.953445
EfficientNetB0,Nitrogen,194,0.974874,0.880000,0.953445
EfficientNetB0,Nitrogen,195,0.979899,0.880000,0.953445
EfficientNetB0,Nitrogen,196,0.984925,0.880000,0.953445
EfficientNetB0,Nitrogen,197,0.989950,0.880000,0.953445
EfficientNetB0,Nitrogen,198,0.994975,0.880000,0.953445
EfficientNetB0,Nitrogen,199,1.000000,0.880000,0.953445
EfficientNetB0,Phosphorus,0,0.000000,0.986681,0.947774
EfficientNetB0,Phosphorus,1,0.005025,0.986681,0.947774
EfficientNetB0,Phosphorus,2,0.010050,0.970005,0.947774
EfficientNetB0,Phosphorus,3,0.015075,0.970005,0.947774
EfficientNetB0,Phosphorus,4,0.020101,0.970005,0.947774
EfficientNetB0,Phosphorus,5,0.025126,0.970005,0.947774
EfficientNetB0,Phosphorus,6,0.030151,0.970005,0.947774
EfficientNetB0,Phosphorus,7,0.035176,0.970005,0.947774
EfficientNetB0,Phosphorus,8,0.040201,0.970005,0.947774
EfficientNetB0,Phosphorus,9,0.045226,0.970005,0.947774
EfficientNetB0,Phosphorus,10,0.050251,0.970005,0.947774
EfficientNetB0,Phosphorus,11,0.055276,0.970005,0.947774
EfficientNetB0,Phosphorus,12,0.060302,0.970005,0.947774
EfficientNetB0,Phosphorus,13,0.065327,0.970005,0.947774
EfficientNetB0,Phosphorus,14,0.070352,0.970005,0.947774
EfficientNetB0,Phosphorus,15,0.075377,0.970005,0.947774
EfficientNetB0,Phosphorus,16,0.080402,0.970005,0.947774
EfficientNetB0,Phosphorus,17,0.085427,0.970005,0.947774
EfficientNetB0,Phosphorus,18,0.090452,0.970005,0.947774
EfficientNetB0,Phosphorus,19,0.095477,0.970005,0.947774
EfficientNetB0,Phosphorus,20,0.100503,0.970005,0.947774
EfficientNetB0,Phosphorus,21,0.105528,0.970005,0.947774
EfficientNetB0,Phosphorus,22,0.110553,0.970005,0.947774
EfficientNetB0,Phosphorus,23,0.115578,0.970005,0.947774
EfficientNetB0,Phosphorus,24,0.120603,0.970005,0.947774
EfficientNetB0,Phosphorus,25,0.125628,0.970005,0.947774
EfficientNetB0,Phosphorus,26,0.130653,0.970005,0.947774
EfficientNetB0,Phosphorus,27,0.135678,0.970005,0.947774
EfficientNetB0,Phosphorus,28,0.140704,0.970005,0.947774
EfficientNetB0,Phosphorus,29,0.145729,0.970005,0.947774
EfficientNetB0,Phosphorus,30,0.150754,0.970005,0.947774
EfficientNetB0,Phosphorus,31,0.155779,0.970005,0.947774
EfficientNetB0,Phosphorus,32,0.160804,0.970005,0.947774
EfficientNetB0,Phosphorus,33,0.165829,0.970005,0.947774
EfficientNetB0,Phosphorus,34,0.170854,0.970005,0.947774
EfficientNetB0,Phosphorus,35,0.175879,0.970005,0.947774
EfficientNetB0,Phosphorus,36,0.180905,0.970005,0.947774
EfficientNetB0,Phosphorus,37,0.185930,0.970005,0.947774
EfficientNetB0,Phosphorus,38,0.190955,0.970005,0.947774
EfficientNetB0,Phosphorus,39,0.195980,0.970005,0.947774
EfficientNetB0,Phosphorus,40,0.201005,0.970005,0.947774
EfficientNetB0,Phosphorus,41,0.206030,0.970005,0.947774
EfficientNetB0,Phosphorus,42,0.211055,0.970005,0.947774
EfficientNetB0,Phosphorus,43,0.216080,0.970005,0.947774
EfficientNetB0,Phosphorus,44,0.221106,0.970005,0.947774
EfficientNetB0,Phosphorus,45,0.226131,0.970005,0.947774
EfficientNetB0,Phosphorus,46,0.231156,0.970005,0.947774
EfficientNetB0,Phosphorus,47,0.236181,0.970005,0.947774
EfficientNetB0,Phosphorus,48,0.241206,0.970005,0.947774
EfficientNetB0,Phosphorus,49,0.246231,0.970005,0.947774
EfficientNetB0,Phosphorus,50,0.251256,0.969451,0.947774
EfficientNetB0,Phosphorus,51,0.256281,0.969451,0.947774
EfficientNetB0,Phosphorus,52,0.261307,0.969451,0.947774
EfficientNetB0,Phosphorus,53,0.266332,0.969451,0.947774
EfficientNetB0,Phosphorus,54,0.271357,0.969451,0.947774
EfficientNetB0,Phosphorus,55,0.276382,0.969451,0.947774
EfficientNetB0,Phosphorus,56,0.281407,0.969451,0.947774
EfficientNetB0,Phosphorus,57,0.286432,0.969451,0.947774
EfficientNetB0,Phosphorus,58,0.291457,0.969451,0.947774
EfficientNetB0,Phosphorus,59,0.296482,0.969451,0.947774
EfficientNetB0,Phosphorus,60,0.301508,0.969451,0.947774
EfficientNetB0,Phosphorus,61,0.306533,0.969451,0.947774
EfficientNetB0,Phosphorus,62,0.311558,0.969451,0.947774
EfficientNetB0,Phosphorus,63,0.316583,0.969451,0.947774
EfficientNetB0,Phosphorus,64,0.321608,0.969082,0.947774
EfficientNetB0,Phosphorus,65,0.326633,0.969082,0.947774
EfficientNetB0,Phosphorus,66,0.331658,0.969082,0.947774
EfficientNetB0,Phosphorus,67,0.336683,0.969082,0.947774
EfficientNetB0,Phosphorus,68,0.341709,0.969082,0.947774
EfficientNetB0,Phosphorus,69,0.346734,0.969082,0.947774
EfficientNetB0,Phosphorus,70,0.351759,0.969082,0.947774
EfficientNetB0,Phosphorus,71,0.356784,0.969082,0.947774
EfficientNetB0,Phosphorus,72,0.361809,0.969082,0.947774
EfficientNetB0,Phosphorus,73,0.366834,0.969082,0.947774
EfficientNetB0,Phosphorus,74,0.371859,0.969082,0.947774
EfficientNetB0,Phosphorus,75,0.376884,0.969082,0.947774
EfficientNetB0,Phosphorus,76,0.381910,0.969082,0.947774
EfficientNetB0,Phosphorus,77,0.386935,0.969082,0.947774
EfficientNetB0,Phosphorus,78,0.391960,0.969082,0.947774
EfficientNetB0,Phosphorus,79,0.396985,0.969082,0.947774
EfficientNetB0,Phosphorus,80,0.402010,0.969082,0.947774
EfficientNetB0,Phosphorus,81,0.407035,0.969082,0.947774
EfficientNetB0,Phosphorus,82,0.412060,0.969082,0.947774
EfficientNetB0,Phosphorus,83,0.417085,0.969082,0.947774
EfficientNetB0,Phosphorus,84,0.422111,0.969082,0.947774
EfficientNetB0,Phosphorus,85,0.427136,0.969082,0.947774
EfficientNetB0,Phosphorus,86,0.432161,0.969082,0.947774
EfficientNetB0,Phosphorus,87,0.437186,0.969082,0.947774
EfficientNetB0,Phosphorus,88,0.442211,0.969082,0.947774
EfficientNetB0,Phosphorus,89,0.447236,0.969082,0.947774
EfficientNetB0,Phosphorus,90,0.452261,0.965907,0.947774
EfficientNetB0,Phosphorus,91,0.457286,0.965907,0.947774
EfficientNetB0,Phosphorus,92,0.462312,0.965907,0.947774
EfficientNetB0,Phosphorus,93,0.467337,0.965907,0.947774
EfficientNetB0,Phosphorus,94,0.472362,0.965907,0.947774
EfficientNetB0,Phosphorus,95,0.477387,0.965907,0.947774
EfficientNetB0,Phosphorus,96,0.482412,0.965907,0.947774
EfficientNetB0,Phosphorus,97,0.487437,0.965907,0.947774
EfficientNetB0,Phosphorus,98,0.492462,0.958713,0.947774
EfficientNetB0,Phosphorus,99,0.497487,0.958713,0.947774
EfficientNetB0,Phosphorus,100,0.502513,0.958713,0.947774
EfficientNetB0,Phosphorus,101,0.507538,0.958713,0.947774
EfficientNetB0,Phosphorus,102,0.512563,0.958713,0.947774
EfficientNetB0,Phosphorus,103,0.517588,0.958713,0.947774
EfficientNetB0,Phosphorus,104,0.522613,0.958713,0.947774
EfficientNetB0,Phosphorus,105,0.527638,0.958713,0.947774
EfficientNetB0,Phosphorus,106,0.532663,0.955976,0.947774
EfficientNetB0,Phosphorus,107,0.537688,0.955976,0.947774
EfficientNetB0,Phosphorus,108,0.542714,0.955976,0.947774
EfficientNetB0,Phosphorus,109,0.547739,0.955976,0.947774
EfficientNetB0,Phosphorus,110,0.552764,0.955976,0.947774
EfficientNetB0,Phosphorus,111,0.557789,0.955976,0.947774
EfficientNetB0,Phosphorus,112,0.562814,0.955976,0.947774
EfficientNetB0,Phosphorus,113,0.567839,0.955976,0.947774
EfficientNetB0,Phosphorus,114,0.572864,0.954141,0.947774
EfficientNetB0,Phosphorus,115,0.577889,0.954141,0.947774
EfficientNetB0,Phosphorus,116,0.582915,0.954141,0.947774
EfficientNetB0,Phosphorus,117,0.587940,0.954141,0.947774
EfficientNetB0,Phosphorus,118,0.592965,0.954141,0.947774
EfficientNetB0,Phosphorus,119,0.597990,0.953748,0.947774
EfficientNetB0,Phosphorus,120,0.603015,0.948996,0.947774
EfficientNetB0,Phosphorus,121,0.608040,0.948662,0.947774
EfficientNetB0,Phosphorus,122,0.613065,0.948149,0.947774
EfficientNetB0,Phosphorus,123,0.618090,0.948149,0.947774
EfficientNetB0,Phosphorus,124,0.623116,0.948149,0.947774
EfficientNetB0,Phosphorus,125,0.628141,0.948149,0.947774
EfficientNetB0,Phosphorus,126,0.633166,0.948149,0.947774
EfficientNetB0,Phosphorus,127,0.638191,0.948149,0.947774
EfficientNetB0,Phosphorus,128,0.643216,0.948149,0.947774
EfficientNetB0,Phosphorus,129,0.648241,0.948149,0.947774
EfficientNetB0,Phosphorus,130,0.653266,0.948149,0.947774
EfficientNetB0,Phosphorus,131,0.658291,0.948149,0.947774
EfficientNetB0,Phosphorus,132,0.663317,0.948149,0.947774
EfficientNetB0,Phosphorus,133,0.668342,0.940450,0.947774
EfficientNetB0,Phosphorus,134,0.673367,0.940450,0.947774
EfficientNetB0,Phosphorus,135,0.678392,0.940450,0.947774
EfficientNetB0,Phosphorus,136,0.683417,0.940450,0.947774
EfficientNetB0,Phosphorus,137,0.688442,0.940450,0.947774
EfficientNetB0,Phosphorus,138,0.693467,0.940450,0.947774
EfficientNetB0,Phosphorus,139,0.698492,0.940450,0.947774
EfficientNetB0,Phosphorus,140,0.703518,0.940450,0.947774
EfficientNetB0,Phosphorus,141,0.708543,0.938935,0.947774
EfficientNetB0,Phosphorus,142,0.713568,0.935039,0.947774
EfficientNetB0,Phosphorus,143,0.718593,0.935039,0.947774
EfficientNetB0,Phosphorus,144,0.723618,0.932714,0.947774
EfficientNetB0,Phosphorus,145,0.728643,0.932714,0.947774
EfficientNetB0,Phosphorus,146,0.733668,0.932714,0.947774
EfficientNetB0,Phosphorus,147,0.738693,0.932714,0.947774
EfficientNetB0,Phosphorus,148,0.743719,0.932714,0.947774
EfficientNetB0,Phosphorus,149,0.748744,0.926925,0.947774
EfficientNetB0,Phosphorus,150,0.753769,0.926925,0.947774
EfficientNetB0,Phosphorus,151,0.758794,0.926925,0.947774
EfficientNetB0,Phosphorus,152,0.763819,0.926925,0.947774
EfficientNetB0,Phosphorus,153,0.768844,0.926925,0.947774
EfficientNetB0,Phosphorus,154,0.773869,0.926925,0.947774
EfficientNetB0,Phosphorus,155,0.778894,0.926925,0.947774
EfficientNetB0,Phosphorus,156,0.783920,0.926925,0.947774
EfficientNetB0,Phosphorus,157,0.788945,0.926925,0.947774
EfficientNetB0,Phosphorus,158,0.793970,0.926925,0.947774
EfficientNetB0,Phosphorus,159,0.798995,0.926925,0.947774
EfficientNetB0,Phosphorus,160,0.804020,0.924861,0.947774
EfficientNetB0,Phosphorus,161,0.809045,0.924861,0.947774
EfficientNetB0,Phosphorus,162,0.814070,0.924861,0.947774
EfficientNetB0,Phosphorus,163,0.819095,0.924861,0.947774
EfficientNetB0,Phosphorus,164,0.824121,0.917039,0.947774
EfficientNetB0,Phosphorus,165,0.829146,0.910347,0.947774
EfficientNetB0,Phosphorus,166,0.834171,0.910347,0.947774
EfficientNetB0,Phosphorus,167,0.839196,0.910347,0.947774
EfficientNetB0,Phosphorus,168,0.844221,0.910347,0.947774
EfficientNetB0,Phosphorus,169,0.849246,0.910347,0.947774
EfficientNetB0,Phosphorus,170,0.854271,0.910347,0.947774
EfficientNetB0,Phosphorus,171,0.859296,0.910347,0.947774
EfficientNetB0,Phosphorus,172,0.864322,0.910347,0.947774
EfficientNetB0,Phosphorus,173,0.869347,0.910347,0.947774
EfficientNetB0,Phosphorus,174,0.874372,0.910347,0.947774
EfficientNetB0,Phosphorus,175,0.879397,0.910347,0.947774
EfficientNetB0,Phosphorus,176,0.884422,0.910347,0.947774
EfficientNetB0,Phosphorus,177,0.889447,0.904987,0.947774
EfficientNetB0,Phosphorus,178,0.894472,0.895668,0.947774
EfficientNetB0,Phosphorus,179,0.899497,0.895668,0.947774
EfficientNetB0,Phosphorus,180,0.904523,0.895668,0.947774
EfficientNetB0,Phosphorus,181,0.909548,0.895668,0.947774
EfficientNetB0,Phosphorus,182,0.914573,0.895668,0.947774
EfficientNetB0,Phosphorus,183,0.919598,0.888540,0.947774
EfficientNetB0,Phosphorus,184,0.924623,0.888540,0.947774
EfficientNetB0,Phosphorus,185,0.929648,0.888540,0.947774
EfficientNetB0,Phosphorus,186,0.934673,0.888540,0.947774
EfficientNetB0,Phosphorus,187,0.939698,0.888540,0.947774
EfficientNetB0,Phosphorus,188,0.944724,0.888540,0.947774
EfficientNetB0,Phosphorus,189,0.949749,0.888540,0.947774
EfficientNetB0,Phosphorus,190,0.954774,0.885674,0.947774
EfficientNetB0,Phosphorus,191,0.959799,0.880000,0.947774
EfficientNetB0,Phosphorus,192,0.964824,0.880000,0.947774
EfficientNetB0,Phosphorus,193,0.969849,0.880000,0.947774
EfficientNetB0,Phosphorus,194,0.974874,0.880000,0.947774
EfficientNetB0,Phosphorus,195,0.979899,0.880000,0.947774
EfficientNetB0,Phosphorus,196,0.984925,0.880000,0.947774
EfficientNetB0,Phosphorus,197,0.989950,0.880000,0.947774
EfficientNetB0,Phosphorus,198,0.994975,0.880000,0.947774
EfficientNetB0,Phosphorus,199,1.000000,0.880000,0.947774
EfficientNetB0,Potassium,0,0.000000,0.992440,0.952454
EfficientNetB0,Potassium,1,0.005025,0.976037,0.952454
EfficientNetB0,Potassium,2,0.010050,0.976037,0.952454
EfficientNetB0,Potassium,3,0.015075,0.976037,0.952454
EfficientNetB0,Potassium,4,0.020101,0.976037,0.952454
EfficientNetB0,Potassium,5,0.025126,0.976037,0.952454
EfficientNetB0,Potassium,6,0.030151,0.976037,0.952454
EfficientNetB0,Potassium,7,0.035176,0.976037,0.952454
EfficientNetB0,Potassium,8,0.040201,0.976037,0.952454
EfficientNetB0,Potassium,9,0.045226,0.976037,0.952454
EfficientNetB0,Potassium,10,0.050251,0.976037,0.952454
EfficientNetB0,Potassium,11,0.055276,0.976037,0.952454
EfficientNetB0,Potassium,12,0.060302,0.976037,0.952454
EfficientNetB0,Potassium,13,0.065327,0.976037,0.952454
EfficientNetB0,Potassium,14,0.070352,0.976037,0.952454
EfficientNetB0,Potassium,15,0.075377,0.976037,0.952454
EfficientNetB0,Potassium,16,0.080402,0.976037,0.952454
EfficientNetB0,Potassium,17,0.085427,0.976037,0.952454
EfficientNetB0,Potassium,18,0.090452,0.976037,0.952454
EfficientNetB0,Potassium,19,0.095477,0.976037,0.952454
EfficientNetB0,Potassium,20,0.100503,0.976037,0.952454
EfficientNetB0,Potassium,21,0.105528,0.976037,0.952454
EfficientNetB0,Potassium,22,0.110553,0.976037,0.952454
EfficientNetB0,Potassium,23,0.115578,0.976037,0.952454
